date,usdt_close,krw_close,usdkrw,usd_ffill,greed,greed_ffill,kimchi_pct
2021-02-24,0.056731,64.9,1110.8,False,76.0,False,2.9884179383874665
2021-02-25,0.049879,57.3,1110.2,False,79.0,False,3.475053838540032
2021-02-26,0.050426,58.8,1108.4,False,55.0,False,5.2025554974611365
2021-02-27,0.050115,58.0,1121.8,True,56.0,False,3.167955278897061
2021-02-28,0.048171,55.5,1121.8,True,55.0,False,2.705070575982149
2021-03-01,0.050613,57.5,1121.8,True,38.0,False,1.272219666581087
2021-03-02,0.050227,58.4,1121.8,False,78.0,False,3.6478200699968433
2021-03-03,0.050425,58.0,1121.3,False,78.0,False,2.5794259894084126
2021-03-04,0.049999,58.5,1122.9,False,84.0,False,4.196580324873911
2021-03-05,0.04953,57.7,1126.2,False,77.0,False,3.4408217926900297
2021-03-06,0.05093,58.8,1129.4,True,77.0,False,2.2247051312733745
2021-03-07,0.052056,59.3,1129.4,True,76.0,False,0.8639835336638146
2021-03-08,0.063076,72.0,1129.4,False,81.0,False,1.069605031101184
2021-03-09,0.058013,66.6,1131.3,False,81.0,False,1.4778173399562
2021-03-10,0.055951,64.5,1141.1,False,68.0,False,1.0248365081004351
2021-03-11,0.056056,64.1,1140.7,False,73.0,False,0.2454070119288109
2021-03-12,0.055367,64.2,1137.3,False,70.0,False,1.9551097654667116
2021-03-13,0.062816,73.2,1130.7,True,74.0,False,3.0607766633097055
2021-03-14,0.058168,67.9,1130.7,True,78.0,False,3.2376833612248523
2021-03-15,0.05708,65.9,1130.7,False,76.0,False,2.106657112334487
2021-03-16,0.058765,68.1,1135.9,False,71.0,False,2.020693616823599
2021-03-17,0.05799,67.5,1132.5,False,71.0,False,2.780908788795511
2021-03-18,0.057427,66.8,1131.8,False,72.0,False,2.775747384081062
2021-03-19,0.058323,68.1,1123.7,False,71.0,False,3.9098878438325935
2021-03-20,0.058961,68.5,1131.8,True,75.0,False,2.649311598201254
2021-03-21,0.05758,67.4,1131.8,True,73.0,False,3.4233370064474355
2021-03-22,0.054912,65.5,1131.8,False,70.0,False,5.391199776250133
2021-03-23,0.053431,64.7,1131.3,False,66.0,False,7.03681831466072
2021-03-24,0.051532,63.9,1128.0,False,65.0,False,9.929628522496238
2021-03-25,0.051311,63.2,1133.5,False,60.0,False,8.663846730950908
2021-03-26,0.053992,64.5,1134.2,False,54.0,False,5.327228477901169
2021-03-27,0.054474,65.0,1131.8,True,65.0,False,5.427619517728921
2021-03-28,0.053726,64.7,1131.8,True,74.0,False,6.4020715427531405
2021-03-29,0.054191,64.6,1131.8,False,72.0,False,5.326017464247168
2021-03-30,0.054096,65.3,1131.7,False,72.0,False,6.663716541013209
2021-03-31,0.053814,65.5,1133.5,False,76.0,False,7.380272348830652
2021-04-01,0.062151,77.3,1132.6,False,74.0,False,9.813267922016156
2021-04-02,0.057769,72.3,1129.3,False,74.0,False,10.824076072821851
2021-04-03,0.055574,70.3,1127.5,True,73.0,False,12.19335047726462
2021-04-04,0.057457,73.2,1127.5,True,74.0,False,12.993011606057124
2021-04-05,0.060085,81.1,1127.5,False,71.0,False,19.712152056574705
2021-04-06,0.06445,86.3,1127.8,False,75.0,False,18.72871945916936
2021-04-07,0.058838,76.5,1122.9,False,72.0,False,15.787706445961549
2021-04-08,0.06188,80.5,1116.4,False,73.0,False,16.52678048867482
2021-04-09,0.0617,80.8,1118.5,False,70.0,False,17.08202044733156
2021-04-10,0.06379,84.0,1117.2,True,70.0,False,17.867957242219834
2021-04-11,0.074548,98.2,1117.2,True,76.0,False,17.908350621915382
2021-04-12,0.070802,92.2,1117.2,False,74.0,False,16.561323043532326
2021-04-13,0.094752,121.0,1124.3,False,74.0,False,13.583376265972149
2021-04-14,0.121712,155.0,1126.1,False,75.0,False,13.089254405551689
2021-04-15,0.181654,228.0,1119.9,False,79.0,False,12.075487583450183
2021-04-16,0.365462,467.0,1117.6,False,78.0,False,14.337386474041724
2021-04-17,0.282716,366.0,1117.9,True,76.0,False,15.805114855253445
2021-04-18,0.322905,434.0,1117.9,True,79.0,False,20.229766452612097
2021-04-19,0.409251,513.0,1117.9,False,74.0,False,12.130732620508722
2021-04-20,0.317516,395.0,1118.2,False,73.0,False,11.253067145666009
2021-04-21,0.305983,388.0,1113.4,False,73.0,False,13.889375167494066
2021-04-22,0.260918,301.0,1117.4,False,65.0,False,3.2413768312271163
2021-04-23,0.249846,295.0,1116.3,False,55.0,False,5.771506587303521
2021-04-24,0.270031,327.0,1118.9,True,37.0,False,8.228802714875073
