date,usdt_close,krw_close,usdkrw,usd_ffill,greed,greed_ffill,kimchi_pct
2020-01-01,7197.57,8300000.0,1157.8,True,37.0,False,-0.4001579175416103
2020-01-02,6962.04,8037000.0,1157.8,False,39.0,False,-0.2933995677543488
2020-01-03,7341.72,8474000.0,1156.9,False,38.0,False,-0.2311833036542032
2020-01-04,7350.71,8482000.0,1162.7,True,38.0,False,-0.7566749750252622
2020-01-05,7354.36,8454000.0,1162.7,True,39.0,False,-1.1333802185804376
2020-01-06,7757.39,8866000.0,1162.7,False,41.0,False,-1.7020572941071843
2020-01-07,8152.49,9398000.0,1169.6,False,40.0,False,-1.4383860857939743
2020-01-08,8059.84,9085000.0,1165.3,False,51.0,False,-3.2700942304688785
2020-01-09,7818.59,8941000.0,1174.1,False,44.0,False,-2.60143303135777
2020-01-10,8207.09,9233000.0,1160.0,False,41.0,False,-3.016991910400768
2020-01-11,8020.56,9060000.0,1161.1,True,50.0,False,-2.713208519955068
2020-01-12,8186.7,9213000.0,1161.1,True,45.0,False,-3.0779547481606495
2020-01-13,8113.0,9172000.0,1161.1,False,49.0,False,-2.632740836434644
2020-01-14,8825.0,9716000.0,1155.7,False,56.0,False,-4.736248783894381
2020-01-15,8825.3,9735000.0,1153.1,False,54.0,False,-4.337988996231257
2020-01-16,8725.08,9785000.0,1158.8,False,55.0,False,-3.220599893131959
2020-01-17,8918.72,9992000.0,1159.6,False,54.0,False,-3.385638280854597
2020-01-18,8925.0,10085000.0,1158.8,True,51.0,False,-2.4877469109839345
2020-01-19,8705.85,9887000.0,1158.8,True,53.0,False,-1.9957594644584464
2020-01-20,8650.0,9851000.0,1158.8,False,48.0,False,-1.722132323452008
2020-01-21,8742.43,9958000.0,1158.8,False,49.0,False,-1.7049898682285014
2020-01-22,8684.57,9922000.0,1164.7,False,52.0,False,-1.9072687099356167
2020-01-23,8409.6,9750000.0,1165.1,False,49.0,False,-0.4901493943530344
2020-01-24,8441.96,9813000.0,1167.2,True,40.0,False,-0.4105738451813501
2020-01-25,8344.64,9745000.0,1167.2,True,41.0,False,0.052733714775166
2020-01-26,8611.21,9966000.0,1167.2,True,42.0,False,-0.8457295346944727
2020-01-27,8913.61,10132000.0,1167.2,True,50.0,False,-2.614057011195081
2020-01-28,9398.98,10570000.0,1167.2,False,54.0,False,-3.650606999863293
2020-01-29,9311.0,10670000.0,1176.7,False,57.0,False,-2.612696892916977
2020-01-30,9525.67,10779000.0,1176.0,False,57.0,False,-3.777725592734027
2020-01-31,9364.51,10781000.0,1183.5,False,55.0,False,-2.7239950805699076
2020-02-01,9392.74,10820000.0,1187.8,True,57.0,False,-3.017887685903431
2020-02-02,9338.2,10765000.0,1187.8,True,57.0,False,-2.947317849551734
2020-02-03,9300.64,10750000.0,1187.8,False,59.0,False,-2.6911569961255544
2020-02-04,9198.35,10635000.0,1196.0,False,56.0,False,-3.3289615178001997
2020-02-05,9630.0,11054000.0,1189.4,False,53.0,False,-3.4915725809901654
2020-02-06,9778.12,11264000.0,1188.5,False,61.0,False,-3.074490415553177
2020-02-07,9821.52,11490000.0,1181.4,False,56.0,False,-0.9751126992159076
2020-02-08,9906.43,11568000.0,1187.2,True,56.0,False,-1.640295141912418
2020-02-09,10167.38,11821000.0,1187.2,True,56.0,False,-2.0687553826478355
2020-02-10,9865.56,11520000.0,1187.2,False,57.0,False,-1.6426432647849265
2020-02-11,10229.06,11819000.0,1189.8,False,52.0,False,-2.8884151026731253
