date,usdt_close,krw_close,usdkrw,usd_ffill,greed,greed_ffill,kimchi_pct
2020-01-01,130.62,149150.0,1157.8,True,37.0,False,-1.3765858135849185
2020-01-02,127.11,144650.0,1157.8,False,39.0,False,-1.7109417255079309
2020-01-03,134.29,152550.0,1156.9,False,38.0,False,-1.8087662031064156
2020-01-04,134.14,153250.0,1162.7,True,38.0,False,-1.740509309748517
2020-01-05,135.33,154150.0,1162.7,True,39.0,False,-2.032556573847122
2020-01-06,144.04,163200.0,1162.7,False,41.0,False,-2.5527990072423012
2020-01-07,142.86,164750.0,1169.6,False,40.0,False,-1.39988581897309
2020-01-08,140.75,158300.0,1165.3,False,51.0,False,-3.4850111399209793
2020-01-09,137.73,156500.0,1174.1,False,44.0,False,-3.2210944769094807
2020-01-10,144.8,163400.0,1160.0,False,41.0,False,-2.7195656315488703
2020-01-11,142.4,161100.0,1161.1,True,50.0,False,-2.5647898786408385
2020-01-12,146.57,164250.0,1161.1,True,45.0,False,-3.485922198065705
2020-01-13,143.58,162450.0,1161.1,False,49.0,False,-2.5557669836480557
2020-01-14,165.77,182200.0,1155.7,False,56.0,False,-4.896320050796021
2020-01-15,166.6,183500.0,1153.1,False,54.0,False,-4.480047157185652
2020-01-16,164.37,184000.0,1158.8,False,55.0,False,-3.3978524376575447
2020-01-17,170.06,190650.0,1159.6,False,54.0,False,-3.3222736516061113
2020-01-18,174.43,196950.0,1158.8,True,51.0,False,-2.562458428875225
2020-01-19,167.04,189550.0,1158.8,True,53.0,False,-2.074720248321349
2020-01-20,167.03,190150.0,1158.8,False,48.0,False,-1.7588670850118393
2020-01-21,169.52,193000.0,1158.8,False,49.0,False,-1.751058807967698
2020-01-22,168.19,191850.0,1164.7,False,52.0,False,-2.0628284133658026
2020-01-23,162.97,188600.0,1165.1,False,49.0,False,-0.6721990496267427
2020-01-24,162.63,189050.0,1167.2,True,40.0,False,-0.4065582879296814
2020-01-25,160.52,187000.0,1167.2,True,41.0,False,-0.1915809260752521
2020-01-26,167.9,193950.0,1167.2,True,42.0,False,-1.0322244588128693
2020-01-27,170.21,193500.0,1167.2,True,50.0,False,-2.601869987721106
2020-01-28,175.88,198250.0,1167.2,False,54.0,False,-3.427947867127923
2020-01-29,173.8,199400.0,1176.7,False,57.0,False,-2.498874629688874
2020-01-30,185.14,209050.0,1176.0,False,57.0,False,-3.984225212176251
2020-01-31,180.14,207950.0,1183.5,False,55.0,False,-2.460504712829781
2020-02-01,183.82,211500.0,1187.8,True,57.0,False,-3.1333481077495673
2020-02-02,188.59,217300.0,1187.8,True,57.0,False,-2.9941903385766966
2020-02-03,189.92,219450.0,1187.8,False,59.0,False,-2.720447832945805
2020-02-04,189.01,218600.0,1196.0,False,56.0,False,-3.2982806558163658
2020-02-05,204.1,234450.0,1189.4,False,53.0,False,-3.421757452960905
2020-02-06,213.27,245550.0,1188.5,False,61.0,False,-3.125163295053479
2020-02-07,223.57,261900.0,1181.4,False,56.0,False,-0.8426286648672288
2020-02-08,223.57,261000.0,1187.2,True,56.0,False,-1.666138803466943
2020-02-09,228.64,266200.0,1187.2,True,56.0,False,-1.9309537327480977
2020-02-10,223.03,260900.0,1187.2,False,57.0,False,-1.4658199923064053
2020-02-11,237.16,273450.0,1189.8,False,52.0,False,-3.0913549450987787
2020-02-12,266.24,302600.0,1184.1,False,61.0,False,-4.014144952674215
2020-02-13,268.48,309500.0,1179.8,False,65.0,False,-2.2897054732009536
2020-02-14,285.4,326850.0,1181.5,False,63.0,False,-3.069423763516077
2020-02-15,265.08,307400.0,1183.5,True,64.0,False,-2.0152161380492695
2020-02-16,258.87,305050.0,1183.5,True,59.0,False,-0.4317111927535255
2020-02-17,268.0,314850.0,1183.5,False,49.0,False,-0.7339727219416226
2020-02-18,282.96,329050.0,1182.2,False,53.0,False,-1.633800248880679
2020-02-19,258.43,308200.0,1188.1,False,50.0,False,0.3775776514931772
2020-02-20,257.11,308900.0,1190.8,False,44.0,False,0.892785858135503
2020-02-21,265.44,314400.0,1197.0,False,44.0,False,-1.048582879743054
2020-02-22,261.83,310800.0,1205.6,True,43.0,False,-1.540332437852998
2020-02-23,274.67,324500.0,1205.6,True,46.0,False,-2.0058310184563832
2020-02-24,265.7,320000.0,1205.6,False,46.0,False,-0.1023700962438645
2020-02-25,247.03,300000.0,1217.7,False,44.0,False,-0.2687527730896755
2020-02-26,224.1,273850.0,1212.7,False,41.0,False,0.7668102202750937
2020-02-27,227.92,275850.0,1216.8,False,39.0,False,-0.5347563039870717
2020-02-28,227.09,275800.0,1215.9,False,40.0,False,-0.1154325890336038
2020-02-29,217.31,264400.0,1215.3,True,38.0,False,0.1147900885736907
2020-03-01,218.01,264800.0,1215.3,True,39.0,False,-0.0556913994219643
2020-03-02,232.22,277900.0,1215.3,False,38.0,False,-1.529662111100727
2020-03-03,224.1,268550.0,1200.3,False,38.0,False,-0.1625467498958865
2020-03-04,224.47,269000.0,1191.4,False,40.0,False,0.5857312790940039
2020-03-05,228.64,272200.0,1186.4,False,41.0,False,0.3470873774954475
2020-03-06,244.94,291000.0,1185.0,False,39.0,False,0.257050809653192
2020-03-07,237.34,284800.0,1191.4,True,38.0,False,0.719010666581732
2020-03-08,199.54,245750.0,1191.4,True,33.0,False,3.372724531825244
2020-03-09,203.02,249150.0,1191.4,False,17.0,False,3.00646241418836
2020-03-10,200.95,243300.0,1201.4,False,16.0,False,0.7781706777938657
2020-03-11,194.81,233300.0,1196.7,False,17.0,False,0.0732954316772227
2020-03-12,106.71,143000.0,1192.8,False,14.0,False,12.347467493242338
2020-03-13,134.13,174500.0,1202.0,False,10.0,False,8.234331483363611
2020-03-14,122.55,161450.0,1222.2,True,8.0,False,7.790988433015444
2020-03-15,123.89,159200.0,1222.2,True,12.0,False,5.139166810935825
2020-03-16,111.06,140900.0,1222.2,False,9.0,False,3.8032723329609386
2020-03-17,115.68,147800.0,1219.6,False,8.0,False,4.760783641281829
2020-03-18,118.16,147850.0,1241.2,False,11.0,False,0.8112685410912146
2020-03-19,136.42,170000.0,1237.8,False,12.0,False,0.6747124475564803
2020-03-20,133.52,167450.0,1280.1,False,9.0,False,-2.0295888544881735
2020-03-21,132.67,166050.0,1254.1,True,9.0,False,-0.1992091101359339
2020-03-22,122.25,154800.0,1254.1,True,11.0,False,0.969433754218696
2020-03-23,135.96,169150.0,1254.1,False,10.0,False,-0.7961154257225433
