date,usdt_close,krw_close,usdkrw,usd_ffill,greed,greed_ffill,kimchi_pct
2024-01-01,110.047,146250.0,1289.4,True,65.0,False,3.0694601096516116
2024-01-02,106.83,143000.0,1289.4,False,71.0,False,3.813813134933075
2024-01-03,98.519,134800.0,1299.3,False,70.0,False,5.307780319192523
2024-01-04,104.975,141200.0,1308.8,False,68.0,False,2.7721701115238195
2024-01-05,99.874,134450.0,1310.2,False,72.0,False,2.747382630216655
2024-01-06,93.799,126600.0,1313.7,True,70.0,False,2.739937553740801
2024-01-07,89.414,120550.0,1313.7,True,71.0,False,2.6279115000025888
2024-01-08,97.901,131450.0,1313.7,False,71.0,False,2.2062049457777677
2024-01-09,99.347,133700.0,1314.8,False,76.0,False,2.3568600252009686
2024-01-10,102.063,138950.0,1312.1,False,73.0,False,3.7584047397442477
2024-01-11,99.928,137000.0,1320.1,False,76.0,False,3.8547921157274567
2024-01-12,92.153,127850.0,1316.0,False,71.0,False,5.422998629509257
2024-01-13,95.836,131850.0,1314.1,True,64.0,False,4.6943005985427
2024-01-14,93.83,128750.0,1314.1,True,60.0,False,4.418417274210884
2024-01-15,94.359,129750.0,1314.1,False,52.0,False,4.639491752754399
2024-01-16,97.637,134000.0,1319.3,False,64.0,False,4.027176040837177
2024-01-17,102.155,140650.0,1329.0,False,60.0,False,3.5988960106838386
2024-01-18,94.389,131000.0,1343.2,False,63.0,False,3.3259073082625656
2024-01-19,93.596,129900.0,1342.4,False,51.0,False,3.3879487428560173
2024-01-20,92.9,128150.0,1336.5,True,52.0,False,3.2128887648562365
2024-01-21,91.105,125800.0,1336.5,True,56.0,False,3.316447705400627
2024-01-22,83.883,116050.0,1336.5,False,55.0,False,3.5147475890998425
2024-01-23,84.325,117200.0,1334.7,False,50.0,False,4.132813229025478
2024-01-24,88.744,122100.0,1336.0,False,48.0,False,2.9841066087423096
2024-01-25,86.886,119850.0,1339.1,False,52.0,False,3.009012641415598
2024-01-26,92.261,127050.0,1335.7,False,49.0,False,3.097369821204987
2024-01-27,94.238,129900.0,1336.6,True,55.0,False,3.1291964115536475
2024-01-28,95.948,132000.0,1336.6,True,54.0,False,2.9287142985282566
2024-01-29,101.623,138800.0,1336.6,False,55.0,False,2.187081992348139
2024-01-30,101.371,139200.0,1336.9,False,61.0,False,2.7132760397252875
2024-01-31,96.912,133950.0,1330.6,False,60.0,False,3.876579975576977
2024-02-01,97.775,134350.0,1333.5,False,63.0,False,3.04260420528486
2024-02-02,100.559,138000.0,1332.5,False,63.0,False,2.9890193368787177
2024-02-03,97.915,135000.0,1325.1,True,60.0,False,4.048515001674424
2024-02-04,95.451,131900.0,1325.1,True,60.0,False,4.283514456997173
2024-02-05,95.605,131950.0,1325.1,False,60.0,False,4.155002756792303
2024-02-06,96.856,132400.0,1334.6,False,64.0,False,2.426028881219011
2024-02-07,101.135,137150.0,1329.6,False,62.0,False,1.9936952651187667
2024-02-08,102.742,140550.0,1325.3,False,66.0,False,3.2211364843801604
2024-02-09,106.921,144350.0,1327.2,True,72.0,False,1.7225885663590512
2024-02-10,108.976,147350.0,1327.2,True,74.0,False,1.8785849646296926
2024-02-11,107.471,145400.0,1327.2,True,71.0,False,1.938149046294435
2024-02-12,111.737,149850.0,1327.2,True,70.0,False,1.0469867719763881
2024-02-13,112.539,152550.0,1327.2,False,79.0,False,2.1345752640591353
2024-02-14,117.092,158500.0,1328.4,False,74.0,False,1.899763384763431
2024-02-15,113.598,155950.0,1336.9,False,72.0,False,2.687071972612176
2024-02-16,110.392,152750.0,1333.2,False,72.0,False,3.7882794004453046
2024-02-17,109.008,150850.0,1333.0,True,76.0,False,3.8142076250018198
2024-02-18,112.345,154750.0,1333.0,True,72.0,False,3.334837225261622
2024-02-19,111.658,154550.0,1333.0,False,75.0,False,3.8362547881413134
2024-02-20,108.418,149500.0,1333.8,False,72.0,False,3.3829898914449874
2024-02-21,105.113,146650.0,1337.9,False,78.0,False,4.280230447889299
2024-02-22,101.805,142050.0,1335.0,False,74.0,False,4.517945466354756
2024-02-23,99.973,139400.0,1331.0,False,76.0,False,4.761568869274657
2024-02-24,104.114,143600.0,1329.3,True,72.0,False,3.7581699027633197
2024-02-25,103.569,142550.0,1329.3,True,74.0,False,3.541495618458379
2024-02-26,110.034,150550.0,1329.3,False,72.0,False,2.9273648757828896
2024-02-27,108.45,149300.0,1331.4,False,79.0,False,3.4002761819299065
2024-02-28,119.425,167300.0,1331.3,False,82.0,False,5.2264112442817146
2024-02-29,125.769,176600.0,1334.0,False,80.0,False,5.259490093705144
2024-03-01,129.456,181700.0,1334.1,True,80.0,False,5.206932784134866
2024-03-02,130.184,181300.0,1334.1,True,80.0,False,4.388296031692929
2024-03-03,130.304,181600.0,1334.1,True,83.0,False,4.464736312965822
2024-03-04,133.45,186500.0,1334.1,False,82.0,False,4.754303555335815
2024-03-05,125.358,179450.0,1330.1,False,90.0,False,7.6235007499082075
2024-03-06,130.916,184950.0,1333.2,False,75.0,False,5.965942006526115
2024-03-07,143.997,202350.0,1335.7,False,82.0,False,5.206079891956006
