date,usdt_close,krw_close,usdkrw,usd_ffill,greed,greed_ffill,kimchi_pct
2024-01-01,0.6241,829.0,1289.4,True,65.0,False,3.0178975018892995
2024-01-02,0.6058,812.0,1289.4,False,71.0,False,3.9534947910337515
2024-01-03,0.5568,763.0,1299.3,False,70.0,False,5.466825195883573
2024-01-04,0.5697,768.0,1308.8,False,68.0,False,3.0010647735071005
2024-01-05,0.541,728.0,1310.2,False,72.0,False,2.7061664048694034
2024-01-06,0.523,706.0,1313.7,True,70.0,False,2.7559106116727516
2024-01-07,0.4944,666.0,1313.7,True,71.0,False,2.5414766416058887
2024-01-08,0.541,726.0,1313.7,False,71.0,False,2.1511254141447056
2024-01-09,0.5123,689.0,1314.8,False,76.0,False,2.2904691827766666
2024-01-10,0.5662,772.0,1312.1,False,73.0,False,3.915540248682814
2024-01-11,0.5821,799.0,1320.1,False,76.0,False,3.97821293361178
2024-01-12,0.5479,760.0,1316.0,False,71.0,False,5.403832594304525
2024-01-13,0.5491,756.0,1314.1,True,64.0,False,4.771204427176534
2024-01-14,0.5251,722.0,1314.1,True,60.0,False,4.63253900087317
2024-01-15,0.5276,724.0,1314.1,False,52.0,False,4.425211615383606
2024-01-16,0.5355,736.0,1319.3,False,64.0,False,4.177702815126416
2024-01-17,0.5283,727.0,1329.0,False,60.0,False,3.5449253230295463
2024-01-18,0.5026,697.0,1343.2,False,63.0,False,3.245138383443602
2024-01-19,0.504,699.0,1342.4,False,51.0,False,3.3153130143595
2024-01-20,0.5161,711.0,1336.5,True,52.0,False,3.078188720506092
2024-01-21,0.5034,695.0,1336.5,True,56.0,False,3.3005491576100443
2024-01-22,0.4788,662.0,1336.5,False,55.0,False,3.451045621286042
2024-01-23,0.477,663.0,1334.7,False,50.0,False,4.138541014328245
2024-01-24,0.4766,656.0,1336.0,False,48.0,False,3.025170808194755
2024-01-25,0.4666,644.0,1339.1,False,52.0,False,3.0690143398127034
2024-01-26,0.4848,668.0,1335.7,False,49.0,False,3.1584778602139485
2024-01-27,0.486,670.0,1336.6,True,55.0,False,3.1423629391940544
2024-01-28,0.4902,674.0,1336.6,True,54.0,False,2.8691456238213897
2024-01-29,0.5261,718.0,1336.6,False,55.0,False,2.1068046847284583
2024-01-30,0.5137,705.2,1336.9,False,61.0,False,2.6842450872570645
2024-01-31,0.4974,687.8,1330.6,False,60.0,False,3.922329073756803
2024-02-01,0.5076,697.7,1333.5,False,63.0,False,3.0751770685874646
2024-02-02,0.5143,706.8,1332.5,False,63.0,False,3.1365972583730084
2024-02-03,0.5125,706.5,1325.1,True,60.0,False,4.032645488329489
2024-02-04,0.4933,682.1,1325.1,True,60.0,False,4.348997263657517
2024-02-05,0.494,682.0,1325.1,False,60.0,False,4.185857793331316
2024-02-06,0.4983,683.2,1334.6,False,64.0,False,2.732025286393358
2024-02-07,0.5022,681.8,1329.6,False,62.0,False,2.1078853525834162
2024-02-08,0.5302,726.7,1325.3,False,66.0,False,3.4192154467748592
2024-02-09,0.5408,729.7,1327.2,True,72.0,False,1.664959107753683
2024-02-10,0.5516,745.7,1327.2,True,74.0,False,1.8599626446993422
2024-02-11,0.5414,732.6,1327.2,True,71.0,False,1.955882912895457
2024-02-12,0.5596,749.9,1327.2,True,70.0,False,0.969283579375757
2024-02-13,0.5451,739.0,1327.2,False,79.0,False,2.148474064903283
2024-02-14,0.5774,781.7,1328.4,False,74.0,False,1.9141450314553055
2024-02-15,0.6093,835.0,1336.9,False,72.0,False,2.5076728220744027
2024-02-16,0.5991,828.3,1333.2,False,72.0,False,3.7034099003290466
2024-02-17,0.6103,844.3,1333.0,True,76.0,False,3.782294910119477
2024-02-18,0.6197,854.4,1333.0,True,72.0,False,3.4307310085549325
2024-02-19,0.6315,872.8,1333.0,False,75.0,False,3.683878214209124
2024-02-20,0.6222,858.7,1333.8,False,72.0,False,3.471499536396605
2024-02-21,0.599,835.6,1337.9,False,78.0,False,4.267258595903356
2024-02-22,0.5863,818.2,1335.0,False,74.0,False,4.534179623245116
2024-02-23,0.5829,811.8,1331.0,False,76.0,False,4.634989770441034
2024-02-24,0.5973,823.4,1329.3,True,72.0,False,3.7039606336037423
2024-02-25,0.592,815.0,1329.3,True,74.0,False,3.5649732332196926
2024-02-26,0.6199,849.0,1329.3,False,72.0,False,3.029845634714645
2024-02-27,0.6245,859.2,1331.4,False,79.0,False,3.3363870005422847
2024-02-28,0.6294,883.9,1331.3,False,82.0,False,5.487369668677999
2024-02-29,0.6554,920.2,1334.0,False,80.0,False,5.24948084395398
2024-03-01,0.7205,1007.0,1334.1,True,80.0,False,4.762800945320422
2024-03-02,0.7424,1034.0,1334.1,True,80.0,False,4.3984838028478634
